game_num,agent_name,chip_delta,won
334,MCCFRAgent_2,-2,False
335,MCCFRAgent_1,2,True
335,MCCFRAgent_2,-2,False
336,MCCFRAgent_1,100,True
336,MCCFRAgent_2,-100,False
337,MCCFRAgent_1,-2,False
337,MCCFRAgent_2,2,True
338,MCCFRAgent_1,-1,False
338,MCCFRAgent_2,1,True
339,MCCFRAgent_1,-8,False
339,MCCFRAgent_2,8,True
340,MCCFRAgent_1,-1,False
340,MCCFRAgent_2,1,True
341,MCCFRAgent_1,-1,False
341,MCCFRAgent_2,1,True
342,MCCFRAgent_1,2,True
342,MCCFRAgent_2,-2,False
343,MCCFRAgent_1,-1,False
343,MCCFRAgent_2,1,True
344,MCCFRAgent_1,-1,False
344,MCCFRAgent_2,1,True
345,MCCFRAgent_1,4,True
345,MCCFRAgent_2,-4,False
346,MCCFRAgent_1,6,True
346,MCCFRAgent_2,-6,False
347,MCCFRAgent_1,-100,False
347,MCCFRAgent_2,100,True
348,MCCFRAgent_1,2,True
348,MCCFRAgent_2,-2,False
349,MCCFRAgent_1,-1,False
349,MCCFRAgent_2,1,True
350,MCCFRAgent_1,-1,False
350,MCCFRAgent_2,1,True
351,MCCFRAgent_1,-1,False
351,MCCFRAgent_2,1,True
352,MCCFRAgent_1,6,True
352,MCCFRAgent_2,-6,False
353,MCCFRAgent_1,-1,False
353,MCCFRAgent_2,1,True
354,MCCFRAgent_1,-100,False
354,MCCFRAgent_2,100,True
355,MCCFRAgent_1,4,True
355,MCCFRAgent_2,-4,False
356,MCCFRAgent_1,-4,False
356,MCCFRAgent_2,4,True
357,MCCFRAgent_1,2,True
357,MCCFRAgent_2,-2,False
358,MCCFRAgent_1,2,True
358,MCCFRAgent_2,-2,False
359,MCCFRAgent_1,4,True
359,MCCFRAgent_2,-4,False
360,MCCFRAgent_1,-1,False
360,MCCFRAgent_2,1,True
361,MCCFRAgent_1,2,True
361,MCCFRAgent_2,-2,False
362,MCCFRAgent_1,2,True
362,MCCFRAgent_2,-2,False
363,MCCFRAgent_1,100,True
363,MCCFRAgent_2,-100,False
364,MCCFRAgent_1,2,True
364,MCCFRAgent_2,-2,False
365,MCCFRAgent_1,2,True
365,MCCFRAgent_2,-2,False
366,MCCFRAgent_1,-8,False
366,MCCFRAgent_2,8,True
367,MCCFRAgent_1,100,True
367,MCCFRAgent_2,-100,False
368,MCCFRAgent_1,2,True
368,MCCFRAgent_2,-2,False
369,MCCFRAgent_1,100,True
369,MCCFRAgent_2,-100,False
370,MCCFRAgent_1,2,True
370,MCCFRAgent_2,-2,False
371,MCCFRAgent_1,2,True
371,MCCFRAgent_2,-2,False
372,MCCFRAgent_1,2,True
372,MCCFRAgent_2,-2,False
373,MCCFRAgent_1,-13,False
373,MCCFRAgent_2,13,True
374,MCCFRAgent_1,2,True
374,MCCFRAgent_2,-2,False
375,MCCFRAgent_1,-100,False
375,MCCFRAgent_2,100,True
376,MCCFRAgent_1,2,True
376,MCCFRAgent_2,-2,False
377,MCCFRAgent_1,100,True
377,MCCFRAgent_2,-100,False
378,MCCFRAgent_1,8,True
378,MCCFRAgent_2,-8,False
379,MCCFRAgent_1,-2,False
379,MCCFRAgent_2,2,True
380,MCCFRAgent_1,-1,False
380,MCCFRAgent_2,1,True
381,MCCFRAgent_1,8,True
381,MCCFRAgent_2,-8,False
382,MCCFRAgent_1,-1,False
382,MCCFRAgent_2,1,True
383,MCCFRAgent_1,-4,False
383,MCCFRAgent_2,4,True
384,MCCFRAgent_1,-1,False
384,MCCFRAgent_2,1,True
385,MCCFRAgent_1,-4,False
385,MCCFRAgent_2,4,True
386,MCCFRAgent_1,2,True
386,MCCFRAgent_2,-2,False
387,MCCFRAgent_1,2,True
387,MCCFRAgent_2,-2,False
388,MCCFRAgent_1,2,True
388,MCCFRAgent_2,-2,False
389,MCCFRAgent_1,-4,False
389,MCCFRAgent_2,4,True
390,MCCFRAgent_1,2,True
390,MCCFRAgent_2,-2,False
391,MCCFRAgent_1,2,True
391,MCCFRAgent_2,-2,False
392,MCCFRAgent_1,-1,False
392,MCCFRAgent_2,1,True
393,MCCFRAgent_1,-100,False
393,MCCFRAgent_2,100,True
394,MCCFRAgent_1,-1,False
394,MCCFRAgent_2,1,True
395,MCCFRAgent_1,2,True
395,MCCFRAgent_2,-2,False
396,MCCFRAgent_1,2,True
396,MCCFRAgent_2,-2,False
